Unnamed: 0,full_text,sentiment_score
0,covid usa update michigan become national hotspot amid variant spread vaccine hesitancy economic time,0.2
1,unfortunate despite effort congress party make govt release information number covid death th,-0.5
2,euro play champion league carry full stadium international happen normal yeah afcon,0.16666666666666666
3,time get abercrombie covid shot well march gas chamber rip fuckin tooth,0.0
4,never forget begin pandemic last year government let we badly protective equipme,-0.3499999999999999
5,partner triple vaccinate covid vaccinate do not covid maybe think stay day hope non vaccinate catch covid therefore fall ill unfortunately I m fit well need vaccine,-0.04999999999999999
6,yg entertainment announce lisa fully recover amp long,-0.05
7,yey lisa covid freei vote mamavote lisa,0.0
8,rich world place big bet vaccine flaw gamble become clear new omicron variant spread,0.15284090909090908
9,serious pandemic stupid people country,-0.5666666666666667
10,lazy bastard want another lockdown,-0.25
11,bihar news mongolia foreigner corona positive admit bihar gaya delegation meet vice president venkaiah naidu delhi days,0.22727272727272727
12,omicron enter chat,0.0
13,italian man want covid vaccination certificate without get jab turn vaccine fake,-0.25
14,tremendous progress aid far far away end hiv pandemic must end complacency,0.17777777777777778
15,justice provide feckless irresponsible govt tell truth tell truth many covid deat,0.5
16,user wants know lisa come social isolation cure covid,0.11666666666666667
17,yoh guy symptom assume covid prove otherwise think pa,0.0
18,winner congratulation sign copy typhoon blasting way,0.0
19,simple truth do not know enough yet omicron panic amp react continue take ph,0.0
20,responsive html sendgrid email newsletter bitcoin happybirthdayjin cryptocurrency google omicron airdrops worldwidehandsomeday javascript banvpak,0.0
21,know article many day they ll drop soon drip feed public would love,0.3333333333333333
22,absofckinglutely,0.0
23,yg entertainment confirm lisa come self isolation dec completely cure covid,0.1
24,heres explanation omicron spread fast people infect spread lower,0.2
25,former lib uap mp craig kelly permanently ban fb distribute seriously misleading infor,-0.16666666666666666
26,south african doctor discover omicron cause mild symptom reason panicthe rest world panic,0.16666666666666666
27,v never really wear mask live bts x squid game mashup,-0.12121212121212122
28,protestor violate vaccine passport mask mandate new zealand make statement,0.13636363636363635
29,psaki say vaccine requirement americans domestic travel table mandate vaccine,0.0
30,back lot beg people stay away resident family,0.0
31,plot twist u corona,0.0
32,release india dec advance booking start soonstay tune,0.0
33,please restartresume sbstc bus service kalyani digha suspend due covid much need we,0.037500000000000006
34,hospital stagger strain case reach high level since winter,0.16
35,uk order million dose covid vaccinepopulation dose per,0.0
36,yard freestyle analysis lia thomas transgender woman us college swimmer lia begin transition la,0.0
37,justice provide feckless irresponsible govt tell truth tell truth many covid death,0.5
38,yg entertainment report blackpink lisa recover come selfisolation,0.0
39,ygentertainment officially confirm blackpink lisa fully recover long,-0.05
40,matter people say always prove dedication towards work easy e,0.43333333333333335
41,make clear believe half infection delta know prolly going see omicron sequence overrepresente sequence contact trace etc hunt well symptomatic case vs delta due ab evasion,-0.06388888888888888
42,market dumptoo much leverage long evergrande potential default againstock market nervous omicron,0.05000000000000001
43,party think wear mask get vaccine fascism also want secret police,-0.4
44,october deadly month pandemic russia nearly death according stat agency afp news agency,-0.05
45,covid deadly pandemic kill science logic evidencebase medicine common sense,-0.25
46,lakh people die due sc order state centre govt provide compensation nothin,-0.125
47,tell suppose scared mild variant,0.3333333333333333
48,since last day many medico amp non medico peer ask mewhat gut feel omicron microbiologist,0.25
49,lot people call antivaxxer be not vaccine fail e,-0.5
50,would get vaccine I m afraid might turn selfrighteous asshole,-0.6
51,omnicron variant another example covid prolong rich nation big pharma keep block,0.1875
52,reason omicron cause global alarm due number new mutation throughout genome virus cause covid,0.0037878787878787845
53,modi cr central cr cr cr cr foreign,-0.0625
54,respect unsung hero,0.0
55,pandemic influence country christmas music artist behind,-0.4
56,wake world aids day raise concern pandemic see effort fight hiv take backseatit since hiv discover still talk inequality sibongile tshabalala,0.0
57,you re exact reason rest we wanna stay home,0.25
58,pandemic influence country christmas music artist behind,-0.4
59,corona patient treatment kth,0.0
60,bengaluru mall visitor ask complete vaccination certificate entry mall per karnataka gov,0.1
61,pandemic influence country christmas music artist behind,-0.4
62,half omicron case england double jabbed official,-0.08333333333333333
63,covid do not care think,0.0
64,water arrive earth like rain space we ve long think meteorite bring water planet discuss new evidence suggest space dust thank listen,0.043181818181818175
65,let know spend lot time covid court recent month mostly hand fine quiet,0.22916666666666669
66,new casesbreake department health report additional case saturday december bring total number case philippine,0.06818181818181818
67,sadly test positive covid positive thing four year president jimmy kimmel,-0.015151515151515147
68,week united states partner covax deliver million vaccine dose country subsaharan africa,0.0
69,katie cameron live experience anorexia bulimia since say she s surprised,0.11818181818181818
70,high court judgement rule favour dr sam white able return work gp,0.22
71,give push well contact trace ridiculous appalling do not proper testing,-0.22777777777777777
72,japanese prime minister fumio kishida likely cancel plan trip united states talk president joe biden month due spread omicron variant,-0.041666666666666664
73,get ahead variant concern like omicron india need clinical datum along genomic datum say md global network amp partnership pandemic prevention institute read full interview,0.175
74,striking parallel another deadly pandemic hiv winniebyanyima amp duke sussex tell corporate greed amp political failure cost million life make stop peoplesvaccine worldaidsday,-0.0027777777777777866
75,air national guard reserve meet deadline get vaccine could begin face consequence do not get mandate shot receive exemption air force say,0.0
76,safe vaxxed transfuse blood unvaxxe science twitter take vacci,0.5
77,think vaccine atrocity,0.0
78,brazil grapple inflation amid recovery,0.0
79,reinfection risk evasion immunity prior infection omicron variant substantially high beta delta variant south african researcher find study base surveillance,-0.16
80,joe biden say president trump remain president we surpass covid deathsthe us ha,0.0
81,nov job mi shooter parent charge potter jury select covid education gap linnentown ga,0.0
82,bid try tackle infection germany chancellor angela merkel announce unvaccinated people w,0.0
83,dostpcaarrd partner dlsu fiveday online trainingworkshop title strengthen sustainable cacao farming system philippines response climate change midst pandemicread,0.0
84,covid case covid case vs election election,0.0
85,state per capita positive covid case last week sign invasive abortio,0.11363636363636363
86,development community call universal vaccine access mitigate impact omicron variant,0.0
87,read end era two iconic institution heartbroken staceyjsbuonecr kzn covid smallbusiness httpstcofkuuhzbjdi,0.5
88,week learn formerguy test covid positive day debate w biden do not everyone already know liar cheater big news everyone know nobody trumpcrimefamily trust,0.11363636363636363
89,help get right people see tweet get movie shot need sort assistance productio,0.2857142857142857
90,woman amp girl disproportionately affect humanitarian crisis include pandemicwe collective responsibility respond mitigate amp prevent genderbase,0.0
91,oh look post pandemic stress disorder,0.0
92,omicron dub variant concern last week potentially contagious previous variant detect follow countrieshttpstcoicwqguqxam,-0.05555555555555555
93,keep tell folk concerted effort rebrand african disease quite literally,0.0
94,always something place athlete foot covid,0.0
95,total resident choose vaccinated coronavirus disease recent national vaccination day nov dec,0.0
96,countdown begin we december take deep dive ensure humanrightsbased recovery pandemic register,0.0
97,make false number modi govt withholding compensation lakh family simply try,-0.20000000000000004
98,corona likenew year new,0.13636363636363635
99,mumbai despite anxious moment remain relatively calm even pandemic bad peak timely amp deft intervention mcgm lead steady drop number daily case point,0.019444444444444473
100,they re yrs oldtheyre excited christmas keep threaten take away you ve cance,0.375
101,week test positive omicron patient leave india show negative report karnataka order probecovidvariantalarmhttpstcolgiwctkvej,-0.03636363636363636
102,two year travel restriction zero effect virus spreadwhy expect different timewhat,0.0
103,moderna biontech amp pfizer estimate pricing vaccine approximately billion cost productio,-0.4
104,aaron rodgers furious covid relief bill passage,0.0
105,you re happy lisa officially free vote mamavote lisa,0.6000000000000001
106,leader demand victim compensate adequately bjp government must tell india,0.12916666666666665
107,americas get talent star jay jay phillips dead contracting,-0.2
108,live uj adopt mandatory vaccination staff,0.13636363636363635
109,omnicron variant another example covid prolong rich nation big pharma keep block,0.1875
110,look datum uk,0.0
111,biden catch cold tell we trump catch covid weaponize,-0.6
112,thank can not minority decide majority south africa can not west,0.0
113,good saturday morning lord good saturday morning fellow tbadn senior around worldingat po tayong,0.7
114,public health confirm new case news blog north coast journal,0.06818181818181818
115,actorpolitician kamalhaasan discharge hospital today recover covid infection,0.0
116,sobering,0.0
117,fuck ridiculous,-0.3666666666666667
